Index Name,Currency,TickerType,Availability,RussellTick,Bloomberg,ReutersRIC
Russell Top 200 Defensive Net EUR,EUR,Net,End of day,RUTDFNRE,RUTDFNRE,.RUTDFNRE
Russell Top 200 Defensive Total Return,USD,Total,End of day,RUT2DFTR,RUTDFTR,.RUT2DFTR
Russell Top 200 Dynamic,USD,Price,End of day,RUT200DY,RUT200DY,.RUT200DY
Russell Top 200 Dynamic Net,USD,Net,End of day,RUTDYNR,RUTDYNR,.RUTDYNR
Russell Top 200 Dynamic Net EUR,EUR,Net,End of day,RUTDYNRE,RUTDYNRE,.RUTDYNRE
Russell Top 200 Dynamic Total Return,USD,Total,End of day,RUT2DYTR,RUTDYTR,.RUT2DYTR
Russell Top 200 Growth,USD,Price,Real Time,RT200G,R200G,.RT200G
Russell Top 200 Growth Net Return,USD,Net,End of day,RT200GNR,,.RT200GNR
Russell Top 200 Growth Total Return,USD,Total,End of day,RT200GTR,RUTPGRTR,.RT200GTRI
Russell Top 200 Growth-Defensive TR,USD,Total,End of day,RT2GDFTR,,.RT2GDFTR
Russell Top 200 Growth-Dynamic TR,USD,Total,End of day,RT2GDYTR,,.RT2GDYTR
Russell Top 200 Net Return,USD,Net,End of day,RT200NR,,.RT200NR
Russell Top 200 RGS Consumer Discretionary Index Price Return,USD,Price,End of day,RT2RGSCD,,.RT2RGSCD
Russell Top 200 RGS Consumer Discretionary Index Total Return,USD,Total,End of day,RT2RGSCDT,,.RT2RGSCDT
Russell Top 200 RGS Consumer Staples Index Price Return,USD,Price,End of day,RT2RGSCS,,.RT2RGSCS
Russell Top 200 RGS Consumer Staples Index Total Return,USD,Total,End of day,RT2RGSCST,,.RT2RGSCST
Russell Top 200 RGS Energy Index Price Return,USD,Price,End of day,RT2RGSENG,,.RT2RGSENG
Russell Top 200 RGS Energy Index Total Return,USD,Total,End of day,RT2RGSENGT,,.RT2RGSENGT
Russell Top 200 RGS Financial Services Index Price Return,USD,Price,End of day,RT2RGSFS,,.RT2RGSFS
Russell Top 200 RGS Financial Services Index Total Return,USD,Total,End of day,RT2RGSFST,,.RT2RGSFST
Russell Top 200 RGS Health Care Index Price Return,USD,Price,End of day,RT2RGSHC,,.RT2RGSHC
Russell Top 200 RGS Health Care Index Total Return,USD,Total,End of day,RT2RGSHCT,,.RT2RGSHCT
Russell Top 200 RGS Materials & Processing Index Price Return,USD,Price,End of day,RT2RGSMP,,.RT2RGSMP
Russell Top 200 RGS Materials & Processing Index Total Return,USD,Total,End of day,RT2RGSMPT,,.RT2RGSMPT
Russell Top 200 RGS Producer Durables Index Price Return,USD,Price,End of day,RT2RGSPD,,.RT2RGSPD
Russell Top 200 RGS Producer Durables Index Total Return,USD,Total,End of day,RT2RGSPDT,,.RT2RGSPDT
Russell Top 200 RGS Technology Index Price Return,USD,Price,End of day,RT2RGSTEC,,.RT2RGSTEC
Russell Top 200 RGS Technology Index Total Return,USD,Total,End of day,RT2RGSTECT,,.RT2RGSTECT
Russell Top 200 RGS Utilities Index Price Return,USD,Price,End of day,RT2RGSUT,,.RT2RGSUT
Russell Top 200 RGS Utilities Index Total Return,USD,Total,End of day,RT2RGSUTT,,.RT2RGSUTT
Russell Top 200 Total Return,USD,Total,End of day,RT200TR,RUTPINTR,.RT200TR
Russell Top 200 Value,USD,Price,Real Time,RT200V,R200V,.RT200V
Russell Top 200 Value Net Return,USD,Net,End of day,RT200VNR,,.RT200VNR
Russell Top 200 Value Total Return,USD,Total,End of day,RT200VTR,RUTPVATR,.RT200VTRI
Russell Top 200 Value-Defensive TR,USD,Total,End of day,RT2VDFTR,,.RT2VDFTR
Russell Top 200 Value-Dynamic TR,USD,Total,End of day,RT2VDYTR,,.RT2VDYTR
Russell Top 200� Equal Weight Price,USD,Price,Real Time,RT2EWPR,RT2EWPR,.RT2EWPR
Russell Top 200� Equal Weight Total,USD,Total,End of day,RT2EWTR,RT2EWTR,.RT2EWTR
Russell Top 200� Pure Growth Price,USD,Price,Real Time,RT2PGROP,RT2PGROP,.RT2PGROP
Russell Top 200� Pure Growth Total,USD,Total,End of day,RT2PGROT,RT2PGROT,.RT2PGROT
Russell Top 200� Pure Value Price,USD,Price,Real Time,RT2PVALP,RT2PVALP,.RT2PVALP
Russell Top 200� Pure Value Total,USD,Total,End of day,RT2PVALT,RT2PVALT,.RT2PVALT
Russell Top 50 Mega Cap,USD,Price,Real Time,RU50,RTOP50,.RU50
Russell Top 50 Mega Cap Net Return,USD,Net,End of day,RU50NR,,.RU50NR
Russell Top 50 Mega Cap Total Return,USD,Total,End of day,RU50TR,RUTP50TR,.RU50TR
Russell Turkey,USD,Price,End of day,RGTR,,.RGTR
Russell Turkey Total Return,USD,Total,End of day,RGTRT,,.RGTRT
Russell UK MID 150,GBP,Price,Real Time,RUKM150,,.RUKM150
Russell UK MID 150 EUR,EUR,Price,End of day,RUKM15EP,,.RUKM15EP
Russell UK MID 150 Net Return,GBP,Net,Real Time,RUKM150N,,.RUKM150N
Russell UK MID 150 Net Return EUR,EUR,Net,End of day,RUKM15EN,,.RUKM15EN
Russell UK MID 150 Net Return Official Close,GBP,Net,End of day,RUKM150NOC,,.RUKM150NOC
Russell UK MID 150 Net Return USD,USD,Net,End of day,RUKM15UN,,.RUKM15UN
Russell UK MID 150 Official Close,GBP,Price,End of day,RUKM150OC,,.RUKM150OC
Russell UK MID 150 Total Return,GBP,Total,End of day,RUKM150T,,.RUKM150T
Russell UK MID 150 Total Return EUR,EUR,Total,End of day,RUKM15ET,,.RUKM15ET
Russell UK MID 150 Total Return USD,USD,Total,End of day,RUKM15UT,,.RUKM15UT
Russell UK MID 150 USD,USD,Price,End of day,RUKM15UP,,.RUKM15UP
Russell United Arab Emirates,USD,Price,End of day,RGUAE,,.RGUAE
Russell United Arab Emirates Total Return,USD,Total,End of day,RGUAET,,.RGUAET
Russell United Kingdom,USD,Price,End of day,RGGB,RGGB,.RGGB
Russell United Kingdom Index Net Total Return,USD,Net,End of day,RGGBNR,,.RGGBNR
Russell United Kingdom Large Cap Index,USD,Price,End of day,,RGGBL,
Russell United Kingdom Total Return,USD,Total,End of day,RGGBT,,.RGGBT
Russell World Cap ,USD,Price,End of day,RUGLWC,,.RUGLWC
Russell World Cap Defensive,USD,Price,End of day,RUWDF,RUSWCDF,.RUWDF
Russell World Cap Defensive Net Return,USD,Net,End of day,RUWDFN,RUSWCDFN,.RUWDFN
Russell World Cap Defensive Total Return,USD,Total,End of day,RUWDFTR,RUSWCDFT,.RUWDFTR
Russell World Cap Dynamic,USD,Price,End of day,RUWDY,RUSWCDY,.RUWDY
Russell World Cap Dynamic Net Return,USD,Net,End of day,RUWDYN,RUSWCDYN,.RUWDYN
Russell World Cap Dynamic Total Return,USD,Total,End of day,RUWDYTR,RUSWCDYT,.RUWDYTR
Russell World Cap Net Return,USD,Net,End of day,RUGLWCN,,.RUGLWCN
Russell World Cap Total Return,USD,Total,End of day,RUGLWCTR,,.RUGLWCTR
Russell/Nomura Large Cap Growth Index,USD,Price,End of day,,RNIROLG,
Russell/Nomura Large Cap Growth Index Total Return,USD,Total,End of day,,RNIRILG,
Russell/Nomura Large Cap Index,USD,Price,End of day,,RNIROL,
Russell/Nomura Large Cap Index Total Return,USD,Total,End of day,,RNIRIL,
Russell/Nomura Large Cap Value Index,USD,Price,End of day,,RNIROLV,
Russell/Nomura Large Cap Value Index Total Return,USD,Total,End of day,,RNIRILV,
Russell/Nomura Micro Cap Growth Index,USD,Price,End of day,,RNIROMCG,
Russell/Nomura Micro Cap Growth Index GBP,GBP,Total,End of day,,RNURMCCG,
Russell/Nomura Micro Cap Growth Index Total Return,USD,Total,End of day,,RNIRMCCG,
Russell/Nomura Micro Cap Index,USD,Price,End of day,,RNIROMC ,
Russell/Nomura Micro Cap Index GBP,GBP,Price,End of day,,RNUROMC,
Russell/Nomura Micro Cap Index Total Return,USD,Total,End of day,,RNIRIMC,
Russell/Nomura Micro Cap Value Index,USD,Price,End of day,,RNIROMCV,
Russell/Nomura Micro Cap Value Index Total Return,USD,Total,End of day,,RNIRMCCV,
Russell/Nomura Mid Cap Growth Index,USD,Price,End of day,,RNIROMG,
Russell/Nomura Mid Cap Growth Index GBP,GBP,Total,End of day,,RNURIMG,
Russell/Nomura Mid Cap Growth Index Total Return,USD,Total,End of day,,RNIRIMG,
Russell/Nomura Mid Cap Index,USD,Price,End of day,,RNIROM,
Russell/Nomura Mid Cap Index Total Return,USD,Total,End of day,,RNIRIM,
Russell/Nomura Mid Cap Value Index,USD,Price,End of day,,RNIROMV,
Russell/Nomura Mid Cap Value Index Total Return,USD,Total,End of day,,RNIRIMV,
Russell/Nomura Mid-Small Cap Growth Index,USD,Price,End of day,,RNIROMSG,
Russell/Nomura Mid-Small Cap Growth Index GBP,GBP,Total,End of day,,RNUWIMSG,
Russell/Nomura Mid-Small Cap Growth Index Total Return,USD,Total,End of day,,RNIRIMSG,
Russell/Nomura Mid-Small Cap Growth JPY,JPY,Price,End of day,RNMSCGJP,,.RNMSCGJP
Russell/Nomura Mid-Small Cap Growth Total  Return JPY,JPY,Total,End of day,RNMSCGJPTR,,.RNMSCGJPTR
Russell/Nomura Mid-Small Cap JPY,JPY,Price,End of day,RNMSCJP,,.RNMSCJP
Russell/Nomura Mid-Small Cap Total  Return JPY,JPY,Total,End of day,RNMSCJPTR,,.RNMSCJPTR
Russell/Nomura Mid-Small Cap Total  Return USD,USD,Total,End of day,RNMSCUSDTR,RNIRIMS,.RNMSCUSDTR
Russell/Nomura Mid-Small Cap USD,USD,Price,End of day,RNMSCUSD,RNIROMS,.RNMSCUSD
Russell/Nomura Mid-Small Cap Value Index,USD,Price,End of day,,RNIROMSV,
Russell/Nomura Mid-Small Cap Value Index GBP,GBP,Total,End of day,,RNURIMSV,
Russell/Nomura Mid-Small Cap Value Index Total Return,USD,Total,End of day,,RNIRIMSV,
Russell/Nomura Mid-Small Cap Value JPY,JPY,Price,End of day,RNMSCVJP,,.RNMSCVJP
Russell/Nomura Mid-Small Cap Value Total  Return JPY,JPY,Total,End of day,RNMSCVJPTR,,.RNMSCVJPTR
Russell/Nomura Prime ,USD,Price,End of day,RNPRIME,RNIROP,.RNPRIME
Russell/Nomura PRIME Index JPY,JPY,Price,End of day,RNPRIMEJP,,.RNPRIMEJP
Russell/Nomura Prime Index Net Return,USD,Net,End of day,,RURNPRIN,
Russell/Nomura PRIME Index Total  Return JPY,JPY,Total,End of day,RNPRIMEJPTR,,.RNPRIMEJPTR
Russell/Nomura Prime Total Return,USD,Total,End of day,RNPRIMETR,RNIRIP ,.RNPRIMETR
Russell/Nomura Prime Value Index,USD,Price,End of day,,RNIROPV,
Russell/Nomura Prime Value Index Total Return,USD,Total,End of day,,RNIRIPV,
Russell/Nomura Small Cap,USD,Price,End of day,RNSMALL,RNIROS ,.RNSMALL
Russell/Nomura Small Cap Core Index JPY,JPY,Price,End of day,RNSCCJP,,.RNSCCJP
Russell/Nomura Small Cap Core Index Total  Return JPY,JPY,Total,End of day,RNSCCJPTR,,.RNSCCJPTR
Russell/Nomura Small Cap Core Index Total  Return USD,USD,Total,End of day,RNSCCUSDTR,RNIRISC,.RNSCCUSDTR
Russell/Nomura Small Cap Core Index USD,USD,Price,End of day,RNSCCUSD,RNIROSC,.RNSCCUSD
Russell/Nomura Small Cap Growth Index,USD,Price,End of day,,RNIROSG,
Russell/Nomura Small Cap Growth Index Total Return,USD,Total,End of day,,RNIRISG,
Russell/Nomura Small Cap Growth JPY,JPY,Price,End of day,RNSCGJP,,.RNSCGJP
Russell/Nomura Small Cap Growth Total  Return JPY,JPY,Total,End of day,RNSCGJPTR,,.RNSCGJPTR
Russell/Nomura Small Cap JPY,JPY,Price,End of day,RNSMALLJP,,.RNSMALLJP
Russell/Nomura Small Cap Total  Return JPY,JPY,Total,End of day,RNSMALLJPTR,,.RNSMALLJPTR
Russell/Nomura Small Cap Total Return,USD,Total,End of day,RNSMALLTR,RNIRIS ,.RNSMALLTR
Russell/Nomura Small Cap Value Index,USD,Price,End of day,,RNIROSV,
Russell/Nomura Small Cap Value Index Total Return,USD,Total,End of day,,RNIRISV,
Russell/Nomura Small Cap Value JPY,JPY,Price,End of day,RNSCVJP,,.RNSCVJP
Russell/Nomura Small Cap Value Total  Return JPY,JPY,Total,End of day,RNSCVJPTR,,.RNSCVJPTR
Russell/Nomura Top Cap Growth Index,USD,Price,End of day,,RNIROTG,
Russell/Nomura Top Cap Growth Index Total Return,USD,Total,End of day,,RNIRITG,
Russell/Nomura Top Cap Value Index,USD,Price,End of day,,RNIROTV,
Russell/Nomura Top Cap Value Index Total Return,USD,Total,End of day,,RNIRITV,
Russell/Nomura Total Market Index,USD,Price,End of day,,RNIROA,
Russell/Nomura Total Market Index Total Return,USD,Total,End of day,,RNIRIA,
Russell-IdealRatings Islamic Developed,USD,Price,Real Time,RJSDUSD,RJSD,.RJSDUSD
Russell-IdealRatings Islamic Developed Index Net,USD,Net,End of day,,RUJSDN,
Russell-IdealRatings Islamic Developed Total Return,USD,Total,End of day,RJSDTRUSD,RJSDR,.RJSDTRUSD
Russell-IdealRatings Islamic Emerging Mkts,USD,Price,Real Time,RJSEUSD,RJSE,.RJSEUSD
Russell-IdealRatings Islamic Emerging Mkts Index Net,USD,Net,End of day,,RUJSERN,
Russell-IdealRatings Islamic Emerging Mkts Total Return,USD,Total,End of day,RJSETRUSD,RJSER,.RJSETRUSD
Russell-IdealRatings Islamic GCC Index Total Return,USD,Total,End of day,RIGCCTRUSD,,.RIGCCTRUSD
Russell-IdealRatings Islamic Global,USD,Price,Real Time,RJSGUSD,RJSG,.RJSGUSD
Russell-IdealRatings Islamic Global + GCC,USD,Price,End of day,RJSPUSD,RUJSGGC,.RJSPUSD
Russell-IdealRatings Islamic Global + GCC Total Return,USD,Total,End of day,RJSPTRUSD,RUJSGGCT,.RJSPTRUSD
Russell-IdealRatings Islamic Global Total Return,USD,Total,End of day,RJSGTRUSD,RJSGR,.RJSGTRUSD
Russell-IdealRatings Islamic Pan Arab Index Total Return,USD,Total,End of day,RIPATRUSD,,.RIPATRUSD
Russell-IdealRatings Islamic Saudi Arabia Index Total Return SAR,SAR,Total,End of day,RISATRSAR,,.RISATRSAR
Russell-IdealRatings Islamic Saudi Arabia Index Total Return USD,USD,Total,End of day,RISATRUSD,,.RISATRUSD
Russell-IdealRatings Islamic US Large Cap Price Return,USD,Price,Real Time,RIIUSLC,,.RIIUSLC
Russell-IdealRatings Islamic US Large Cap Total Return,USD,Total,Real Time,RIIUSLCT,,.RIIUSLCT
Barclays-Russell 10-Year LDI Index,USD,Total,End of day,,LDI3TRUU,
Barclays-Russell 12-Year LDI Index,USD,Total,End of day,,LDI4TRUU,
Barclays-Russell 14-Year LDI Index,USD,Total,End of day,,LDI5TRUU,
Barclays-Russell 16-Year LDI Index,USD,Total,End of day,,LDI6TRUU,
Barclays-Russell 6-Year LDI Index,USD,Total,End of day,,LDI1TRUU,
Barclays-Russell 8-Year LDI Index,USD,Total,End of day,,LDI2TRUU,
